execution_id,period,department,account_code,account_name,budget_amount,actual_amount,variance_amount,variance_rate,owner,status
BE000299,2025-05,제약,6100,급여,662309000,727650000,65341000,0.0987,최대리,정상
BE000300,2025-05,제약,6200,복리후생비,545087000,611290000,66203000,0.1215,박과장,초과
BE000301,2025-05,제약,6300,광고선전비,778942000,784530000,5588000,0.0072,김대리,정상
BE000302,2025-05,제약,6400,운반비,741405000,828940000,87535000,0.1181,박과장,초과
BE000303,2025-05,제약,6500,감가상각비,732944000,858880000,125936000,0.1718,정사원,초과
BE000304,2025-05,제약,6600,지급수수료,570652000,664540000,93888000,0.1645,김대리,초과
BE000305,2025-05,제약,6700,연구개발비,724817000,738450000,13633000,0.0188,김대리,정상
BE000306,2025-05,제약,6800,기타판관비,578579000,736330000,157751000,0.2727,박과장,초과
BE000307,2025-06,OLED,5000,매출원가,768682000,656860000,-111822000,-0.1455,김대리,미달
BE000308,2025-06,OLED,6100,급여,682391000,686920000,4529000,0.0066,김대리,정상
BE000309,2025-06,OLED,6200,복리후생비,588107000,654070000,65963000,0.1122,정사원,초과
BE000310,2025-06,OLED,6300,광고선전비,675998000,697270000,21272000,0.0315,김대리,정상
BE000311,2025-06,OLED,6400,운반비,675942000,707410000,31468000,0.0466,김대리,정상
BE000312,2025-06,OLED,6500,감가상각비,728071000,780130000,52059000,0.0715,이대리,정상
BE000313,2025-06,OLED,6600,지급수수료,564641000,670420000,105779000,0.1873,최대리,초과
BE000314,2025-06,OLED,6700,연구개발비,719777000,756670000,36893000,0.0513,김대리,정상
BE000315,2025-06,OLED,6800,기타판관비,624083000,713870000,89787000,0.1439,이대리,초과
BE000316,2025-06,제약,5000,매출원가,735312000,715030000,-20282000,-0.0276,이대리,정상
BE000317,2025-06,제약,6100,급여,729466000,921320000,191854000,0.263,최대리,초과
BE000318,2025-06,제약,6200,복리후생비,555310000,652490000,97180000,0.175,박과장,초과
BE000319,2025-06,제약,6300,광고선전비,778942000,741950000,-36992000,-0.0475,김대리,정상
BE000320,2025-06,제약,6400,운반비,687098000,655850000,-31248000,-0.0455,박과장,정상
BE000321,2025-06,제약,6500,감가상각비,671370000,465120000,-206250000,-0.3072,정사원,미달
BE000322,2025-06,제약,6600,지급수수료,569476000,618970000,49494000,0.0869,김대리,정상
BE000323,2025-06,제약,6700,연구개발비,715276000,644130000,-71146000,-0.0995,김대리,정상
BE000324,2025-06,제약,6800,기타판관비,608015000,680030000,72015000,0.1184,박과장,초과
BE000325,2025-07,OLED,5000,매출원가,725837000,941109000,215272000,0.2966,김대리,초과
BE000326,2025-07,OLED,6100,급여,686328000,861850000,175522000,0.2557,김대리,초과
BE000327,2025-07,OLED,6200,복리후생비,629547000,841660000,212113000,0.3369,정사원,초과
BE000328,2025-07,OLED,6300,광고선전비,675998000,460370000,-215628000,-0.319,김대리,미달
BE000329,2025-07,OLED,6400,운반비,687267000,681650000,-5617000,-0.0082,김대리,정상
BE000330,2025-07,OLED,6500,감가상각비,721146000,736880000,15734000,0.0218,이대리,정상
BE000331,2025-07,OLED,6600,지급수수료,584571000,706980000,122409000,0.2094,최대리,초과
BE000332,2025-07,OLED,6700,연구개발비,675109000,702490000,27381000,0.0406,김대리,정상
BE000333,2025-07,OLED,6800,기타판관비,584378000,644910000,60532000,0.1036,이대리,초과
BE000334,2025-07,제약,5000,매출원가,742156000,621260000,-120896000,-0.1629,이대리,미달
BE000335,2025-07,제약,6100,급여,712098000,769850000,57752000,0.0811,최대리,정상
BE000336,2025-07,제약,6200,복리후생비,546210000,718030000,171820000,0.3146,박과장,초과
BE000337,2025-07,제약,6300,광고선전비,778942000,621590000,-157352000,-0.202,김대리,미달
BE000338,2025-07,제약,6400,운반비,728509000,773060000,44551000,0.0612,박과장,정상
BE000339,2025-07,제약,6500,감가상각비,684727000,699250000,14523000,0.0212,정사원,정상
BE000340,2025-07,제약,6600,지급수수료,621457000,632920000,11463000,0.0184,김대리,정상
BE000341,2025-07,제약,6700,연구개발비,675236000,770480000,95244000,0.1411,김대리,초과
BE000342,2025-07,제약,6800,기타판관비,629829000,728170000,98341000,0.1561,박과장,초과
BE000343,2025-08,OLED,5000,매출원가,776602000,844792000,68190000,0.0878,김대리,정상
BE000344,2025-08,OLED,6100,급여,691651000,581620000,-110031000,-0.1591,김대리,미달
BE000345,2025-08,OLED,6200,복리후생비,613310000,769490000,156180000,0.2547,정사원,초과
BE000346,2025-08,OLED,6300,광고선전비,675998000,682120000,6122000,0.0091,김대리,정상
BE000347,2025-08,OLED,6400,운반비,665137000,600050000,-65087000,-0.0979,김대리,정상
BE000348,2025-08,OLED,6500,감가상각비,711412000,777780000,66368000,0.0933,이대리,정상
BE000349,2025-08,OLED,6600,지급수수료,585350000,695740000,110390000,0.1886,최대리,초과
BE000350,2025-08,OLED,6700,연구개발비,729303000,850300000,120997000,0.1659,김대리,초과
BE000351,2025-08,OLED,6800,기타판관비,570129000,832410000,262281000,0.46,이대리,초과
BE000352,2025-08,제약,5000,매출원가,747971000,745030000,-2941000,-0.0039,이대리,정상
BE000353,2025-08,제약,6100,급여,728344000,610930000,-117414000,-0.1612,최대리,미달
BE000354,2025-08,제약,6200,복리후생비,596183000,656030000,59847000,0.1004,박과장,초과
BE000355,2025-08,제약,6300,광고선전비,778942000,764900000,-14042000,-0.018,김대리,정상
BE000356,2025-08,제약,6400,운반비,725792000,726590000,798000,0.0011,박과장,정상
BE000357,2025-08,제약,6500,감가상각비,681206000,727670000,46464000,0.0682,정사원,정상
BE000358,2025-08,제약,6600,지급수수료,593903000,660170000,66267000,0.1116,김대리,초과
BE000359,2025-08,제약,6700,연구개발비,718933000,631900000,-87033000,-0.1211,김대리,미달
BE000360,2025-08,제약,6800,기타판관비,610732000,792050000,181318000,0.2969,박과장,초과
BE000361,2025-09,OLED,5000,매출원가,775167000,806221000,31054000,0.0401,김대리,정상
BE000362,2025-09,OLED,6100,급여,732110000,720990000,-11120000,-0.0152,김대리,정상
BE000363,2025-09,OLED,6200,복리후생비,575360000,654360000,79000000,0.1373,정사원,초과
BE000364,2025-09,OLED,6300,광고선전비,675998000,546040000,-129958000,-0.1922,김대리,미달
BE000365,2025-09,OLED,6400,운반비,688685000,707950000,19265000,0.028,김대리,정상
BE000366,2025-09,OLED,6500,감가상각비,685097000,853730000,168633000,0.2461,이대리,초과
BE000367,2025-09,OLED,6600,지급수수료,565720000,565370000,-350000,-0.0006,최대리,정상
BE000368,2025-09,OLED,6700,연구개발비,684208000,626440000,-57768000,-0.0844,김대리,정상
BE000369,2025-09,OLED,6800,기타판관비,565926000,703870000,137944000,0.2437,이대리,초과
BE000370,2025-09,제약,5000,매출원가,711323000,830840000,119517000,0.168,이대리,초과
BE000371,2025-09,제약,6100,급여,662236000,803520000,141284000,0.2133,최대리,초과
BE000372,2025-09,제약,6200,복리후생비,601200000,576480000,-24720000,-0.0411,박과장,정상
BE000373,2025-09,제약,6300,광고선전비,778942000,727460000,-51482000,-0.0661,김대리,정상
BE000374,2025-09,제약,6400,운반비,724410000,707350000,-17060000,-0.0236,박과장,정상
BE000375,2025-09,제약,6500,감가상각비,721333000,885630000,164297000,0.2278,정사원,초과
BE000376,2025-09,제약,6600,지급수수료,588247000,757610000,169363000,0.2879,김대리,초과
BE000377,2025-09,제약,6700,연구개발비,688407000,719500000,31093000,0.0452,김대리,정상
BE000378,2025-09,제약,6800,기타판관비,574992000,655980000,80988000,0.1409,박과장,초과
BE000379,2025-10,OLED,5000,매출원가,763160000,867997000,104837000,0.1374,김대리,초과
BE000380,2025-10,OLED,6100,급여,708432000,820260000,111828000,0.1579,김대리,초과
BE000381,2025-10,OLED,6200,복리후생비,594475000,738270000,143795000,0.2419,정사원,초과
BE000382,2025-10,OLED,6300,광고선전비,675998000,614120000,-61878000,-0.0915,김대리,정상
BE000383,2025-10,OLED,6400,운반비,713606000,765700000,52094000,0.073,김대리,정상
BE000384,2025-10,OLED,6500,감가상각비,727003000,684890000,-42113000,-0.0579,이대리,정상
BE000385,2025-10,OLED,6600,지급수수료,571846000,863200000,291354000,0.5095,최대리,초과
BE000386,2025-10,OLED,6700,연구개발비,736553000,504450000,-232103000,-0.3151,김대리,미달
BE000387,2025-10,OLED,6800,기타판관비,612916000,712370000,99454000,0.1623,이대리,초과
BE000388,2025-10,제약,5000,매출원가,735929000,731290000,-4639000,-0.0063,이대리,정상
BE000389,2025-10,제약,6100,급여,716565000,632900000,-83665000,-0.1168,최대리,미달
BE000390,2025-10,제약,6200,복리후생비,591058000,718980000,127922000,0.2164,박과장,초과
BE000391,2025-10,제약,6300,광고선전비,778942000,736360000,-42582000,-0.0547,김대리,정상
BE000392,2025-10,제약,6400,운반비,721897000,650200000,-71697000,-0.0993,박과장,정상
BE000393,2025-10,제약,6500,감가상각비,680423000,663430000,-16993000,-0.025,정사원,정상
BE000394,2025-10,제약,6600,지급수수료,559208000,757900000,198692000,0.3553,김대리,초과
BE000395,2025-10,제약,6700,연구개발비,709835000,791250000,81415000,0.1147,김대리,초과
BE000396,2025-10,제약,6800,기타판관비,589204000,769150000,179946000,0.3054,박과장,초과
BE000397,2025-11,OLED,5000,매출원가,721026000,997867000,276841000,0.384,김대리,초과
BE000398,2025-11,OLED,6100,급여,717869000,754190000,36321000,0.0506,김대리,정상
BE000399,2025-11,OLED,6200,복리후생비,604626000,672560000,67934000,0.1124,정사원,초과
BE000400,2025-11,OLED,6300,광고선전비,675998000,635880000,-40118000,-0.0593,김대리,정상
BE000401,2025-11,OLED,6400,운반비,712456000,676880000,-35576000,-0.0499,김대리,정상
BE000402,2025-11,OLED,6500,감가상각비,711532000,650450000,-61082000,-0.0858,이대리,정상
BE000403,2025-11,OLED,6600,지급수수료,567691000,765310000,197619000,0.3481,최대리,초과
BE000404,2025-11,OLED,6700,연구개발비,677164000,651680000,-25484000,-0.0376,김대리,정상
BE000405,2025-11,OLED,6800,기타판관비,618463000,802440000,183977000,0.2975,이대리,초과
BE000406,2025-11,제약,5000,매출원가,697916000,708140000,10224000,0.0146,이대리,정상
BE000407,2025-11,제약,6100,급여,681286000,808660000,127374000,0.187,최대리,초과
BE000408,2025-11,제약,6200,복리후생비,606334000,543760000,-62574000,-0.1032,박과장,미달
BE000409,2025-11,제약,6300,광고선전비,778942000,589950000,-188992000,-0.2426,김대리,미달
BE000410,2025-11,제약,6400,운반비,737729000,661920000,-75809000,-0.1028,박과장,미달
BE000411,2025-11,제약,6500,감가상각비,668343000,638420000,-29923000,-0.0448,정사원,정상
BE000412,2025-11,제약,6600,지급수수료,596548000,827800000,231252000,0.3877,김대리,초과
BE000413,2025-11,제약,6700,연구개발비,732585000,664780000,-67805000,-0.0926,김대리,정상
BE000414,2025-11,제약,6800,기타판관비,593541000,723700000,130159000,0.2193,박과장,초과
BE000415,2025-12,OLED,5000,매출원가,768012000,879749000,111737000,0.1455,김대리,초과
BE000416,2025-12,OLED,6100,급여,695493000,641340000,-54153000,-0.0779,김대리,정상
BE000417,2025-12,OLED,6200,복리후생비,620993000,705830000,84837000,0.1366,정사원,초과
BE000418,2025-12,OLED,6300,광고선전비,675998000,738350000,62352000,0.0922,김대리,정상
BE000419,2025-12,OLED,6400,운반비,663590000,718470000,54880000,0.0827,김대리,정상
BE000420,2025-12,OLED,6500,감가상각비,683716000,658060000,-25656000,-0.0375,이대리,정상
BE000421,2025-12,OLED,6600,지급수수료,564987000,557500000,-7487000,-0.0133,최대리,정상
BE000422,2025-12,OLED,6700,연구개발비,671172000,619410000,-51762000,-0.0771,김대리,정상
BE000423,2025-12,OLED,6800,기타판관비,624336000,747190000,122854000,0.1968,이대리,초과
BE000424,2025-12,제약,5000,매출원가,719730000,718340000,-1390000,-0.0019,이대리,정상
BE000425,2025-12,제약,6100,급여,692448000,672680000,-19768000,-0.0285,최대리,정상
BE000426,2025-12,제약,6200,복리후생비,582377000,761900000,179523000,0.3083,박과장,초과
BE000427,2025-12,제약,6300,광고선전비,778942000,703760000,-75182000,-0.0965,김대리,정상
BE000428,2025-12,제약,6400,운반비,673291000,799900000,126609000,0.188,박과장,초과
BE000429,2025-12,제약,6500,감가상각비,699887000,646310000,-53577000,-0.0766,정사원,정상
BE000430,2025-12,제약,6600,지급수수료,559406000,798080000,238674000,0.4267,김대리,초과
BE000431,2025-12,제약,6700,연구개발비,696644000,728940000,32296000,0.0464,김대리,정상
BE000432,2025-12,제약,6800,기타판관비,627913000,603130000,-24783000,-0.0395,박과장,정상
BE000433,2026-01,OLED,5000,매출원가,732294000,740270000,7976000,0.0109,김대리,정상
BE000434,2026-01,OLED,6100,급여,687726000,827240000,139514000,0.2029,김대리,초과
BE000435,2026-01,OLED,6200,복리후생비,611640000,688900000,77260000,0.1263,정사원,초과
BE000436,2026-01,OLED,6300,광고선전비,675998000,638260000,-37738000,-0.0558,김대리,정상
BE000437,2026-01,OLED,6400,운반비,658880000,670030000,11150000,0.0169,김대리,정상
BE000438,2026-01,OLED,6500,감가상각비,719075000,724440000,5365000,0.0075,이대리,정상
BE000439,2026-01,OLED,6600,지급수수료,564590000,726390000,161800000,0.2866,최대리,초과
BE000440,2026-01,OLED,6700,연구개발비,693319000,747660000,54341000,0.0784,김대리,정상
BE000441,2026-01,OLED,6800,기타판관비,601664000,771540000,169876000,0.2823,이대리,초과
BE000442,2026-01,제약,5000,매출원가,730670000,796660000,65990000,0.0903,이대리,정상
BE000443,2026-01,제약,6100,급여,703513000,818430000,114917000,0.1633,최대리,초과
BE000444,2026-01,제약,6200,복리후생비,592107000,679710000,87603000,0.148,박과장,초과
BE000445,2026-01,제약,6300,광고선전비,778942000,769730000,-9212000,-0.0118,김대리,정상
BE000446,2026-01,제약,6400,운반비,731529000,793720000,62191000,0.085,박과장,정상
BE000447,2026-01,제약,6500,감가상각비,713846000,728430000,14584000,0.0204,정사원,정상
BE000448,2026-01,제약,6600,지급수수료,562440000,492200000,-70240000,-0.1249,김대리,미달
BE000449,2026-01,제약,6700,연구개발비,681800000,728830000,47030000,0.069,김대리,정상
BE000450,2026-01,제약,6800,기타판관비,593955000,765230000,171275000,0.2884,박과장,초과
BE000451,2026-02,OLED,5000,매출원가,754439000,634280000,-120159000,-0.1593,김대리,미달
BE000452,2026-02,OLED,6100,급여,681797000,665070000,-16727000,-0.0245,김대리,정상
BE000453,2026-02,OLED,6200,복리후생비,582663000,691860000,109197000,0.1874,정사원,초과
BE000454,2026-02,OLED,6300,광고선전비,675998000,612450000,-63548000,-0.094,김대리,정상
BE000455,2026-02,OLED,6400,운반비,675411000,670650000,-4761000,-0.007,김대리,정상
BE000456,2026-02,OLED,6500,감가상각비,690890000,677200000,-13690000,-0.0198,이대리,정상
BE000457,2026-02,OLED,6600,지급수수료,557194000,618120000,60926000,0.1093,최대리,초과
BE000458,2026-02,OLED,6700,연구개발비,688944000,719040000,30096000,0.0437,김대리,정상
BE000459,2026-02,OLED,6800,기타판관비,599929000,725830000,125901000,0.2099,이대리,초과
BE000460,2026-02,제약,5000,매출원가,682307000,683030000,723000,0.0011,이대리,정상
BE000461,2026-02,제약,6100,급여,727742000,661900000,-65842000,-0.0905,최대리,정상
BE000462,2026-02,제약,6200,복리후생비,592347000,726370000,134023000,0.2263,박과장,초과
BE000463,2026-02,제약,6300,광고선전비,778942000,616260000,-162682000,-0.2088,김대리,미달
BE000464,2026-02,제약,6400,운반비,684348000,834480000,150132000,0.2194,박과장,초과
BE000465,2026-02,제약,6500,감가상각비,733917000,870200000,136283000,0.1857,정사원,초과
BE000466,2026-02,제약,6600,지급수수료,607655000,761230000,153575000,0.2527,김대리,초과
BE000467,2026-02,제약,6700,연구개발비,734369000,803510000,69141000,0.0942,김대리,정상
BE000468,2026-02,제약,6800,기타판관비,595234000,637830000,42596000,0.0716,박과장,정상
BE000469,2026-03,OLED,5000,매출원가,724202000,813060000,88858000,0.1227,김대리,초과
BE000470,2026-03,OLED,6100,급여,689681000,636830000,-52851000,-0.0766,김대리,정상
BE000471,2026-03,OLED,6200,복리후생비,599361000,753430000,154069000,0.2571,정사원,초과
BE000472,2026-03,OLED,6300,광고선전비,675998000,636760000,-39238000,-0.058,김대리,정상
BE000473,2026-03,OLED,6400,운반비,672464000,799010000,126546000,0.1882,김대리,초과
BE000474,2026-03,OLED,6500,감가상각비,675343000,772480000,97137000,0.1438,이대리,초과
BE000475,2026-03,OLED,6600,지급수수료,589778000,643590000,53812000,0.0912,최대리,정상
BE000476,2026-03,OLED,6700,연구개발비,729432000,615460000,-113972000,-0.1562,김대리,미달
BE000477,2026-03,OLED,6800,기타판관비,588921000,722970000,134049000,0.2276,이대리,초과
BE000478,2026-03,제약,5000,매출원가,709465000,690710000,-18755000,-0.0264,이대리,정상
BE000479,2026-03,제약,6100,급여,671584000,593250000,-78334000,-0.1166,최대리,미달
BE000480,2026-03,제약,6200,복리후생비,561025000,727120000,166095000,0.2961,박과장,초과
BE000481,2026-03,제약,6300,광고선전비,778942000,2323620000,1544678000,1.983,김대리,초과
BE000482,2026-03,제약,6400,운반비,696146000,632370000,-63776000,-0.0916,박과장,정상
BE000483,2026-03,제약,6500,감가상각비,734258000,801670000,67412000,0.0918,정사원,정상
BE000484,2026-03,제약,6600,지급수수료,558583000,658860000,100277000,0.1795,김대리,초과
BE000485,2026-03,제약,6700,연구개발비,692014000,513850000,-178164000,-0.2575,김대리,미달
BE000486,2026-03,제약,6800,기타판관비,587009000,775400000,188391000,0.3209,박과장,초과
BE000487,2026-04,OLED,5000,매출원가,755623000,671050000,-84573000,-0.1119,김대리,미달
BE000488,2026-04,OLED,6100,급여,737251000,624910000,-112341000,-0.1524,김대리,미달
BE000489,2026-04,OLED,6200,복리후생비,573748000,745860000,172112000,0.3,정사원,초과
BE000490,2026-04,OLED,6300,광고선전비,675998000,663210000,-12788000,-0.0189,김대리,정상
BE000491,2026-04,OLED,6400,운반비,709688000,636900000,-72788000,-0.1026,김대리,미달
BE000492,2026-04,OLED,6500,감가상각비,723388000,640440000,-82948000,-0.1147,이대리,미달
BE000493,2026-04,OLED,6600,지급수수료,615848000,760780000,144932000,0.2353,최대리,초과
BE000494,2026-04,OLED,6700,연구개발비,689501000,594940000,-94561000,-0.1371,김대리,미달
BE000495,2026-04,OLED,6800,기타판관비,577807000,722720000,144913000,0.2508,이대리,초과
BE000496,2026-04,제약,5000,매출원가,695681000,622910000,-72771000,-0.1046,이대리,미달
BE000497,2026-04,제약,6100,급여,707783000,657460000,-50323000,-0.0711,최대리,정상
BE000498,2026-04,제약,6200,복리후생비,561306000,622890000,61584000,0.1097,박과장,초과
BE000499,2026-04,제약,6300,광고선전비,778942000,2226000000,1447058000,1.8577,김대리,초과
BE000500,2026-04,제약,6400,운반비,706752000,727560000,20808000,0.0294,박과장,정상
BE000501,2026-04,제약,6500,감가상각비,734386000,793550000,59164000,0.0806,정사원,정상
BE000502,2026-04,제약,6600,지급수수료,600382000,771040000,170658000,0.2842,김대리,초과
BE000503,2026-04,제약,6700,연구개발비,710709000,705630000,-5079000,-0.0071,김대리,정상
BE000504,2026-04,제약,6800,기타판관비,628359000,685590000,57231000,0.0911,박과장,정상
BE000505,2026-05,OLED,5000,매출원가,714702000,671730000,-42972000,-0.0601,김대리,정상
BE000506,2026-05,OLED,6100,급여,673991000,616220000,-57771000,-0.0857,김대리,정상
BE000507,2026-05,OLED,6200,복리후생비,618030000,651860000,33830000,0.0547,정사원,정상
BE000508,2026-05,OLED,6300,광고선전비,675998000,602090000,-73908000,-0.1093,김대리,미달
BE000509,2026-05,OLED,6400,운반비,670843000,821650000,150807000,0.2248,김대리,초과
BE000510,2026-05,OLED,6500,감가상각비,702978000,717890000,14912000,0.0212,이대리,정상
BE000511,2026-05,OLED,6600,지급수수료,589993000,683150000,93157000,0.1579,최대리,초과
BE000512,2026-05,OLED,6700,연구개발비,692040000,800080000,108040000,0.1561,김대리,초과
BE000513,2026-05,OLED,6800,기타판관비,611187000,676400000,65213000,0.1067,이대리,초과
BE000514,2026-05,제약,5000,매출원가,684035000,784760000,100725000,0.1473,이대리,초과
BE000515,2026-05,제약,6100,급여,694932000,585500000,-109432000,-0.1575,최대리,미달
BE000516,2026-05,제약,6200,복리후생비,561322000,698490000,137168000,0.2444,박과장,초과
BE000517,2026-05,제약,6300,광고선전비,778942000,644450000,-134492000,-0.1727,김대리,미달
BE000518,2026-05,제약,6400,운반비,722127000,790010000,67883000,0.094,박과장,정상
BE000519,2026-05,제약,6500,감가상각비,731703000,691160000,-40543000,-0.0554,정사원,정상
BE000520,2026-05,제약,6600,지급수수료,559255000,617110000,57855000,0.1035,김대리,초과
BE000521,2026-05,제약,6700,연구개발비,706908000,665190000,-41718000,-0.059,김대리,정상
BE000522,2026-05,제약,6800,기타판관비,595209000,935260000,340051000,0.5713,박과장,초과
BE000523,2026-06,OLED,5000,매출원가,704504000,700360000,-4144000,-0.0059,김대리,정상
BE000524,2026-06,OLED,6100,급여,684958000,682620000,-2338000,-0.0034,김대리,정상
BE000525,2026-06,OLED,6200,복리후생비,585956000,623050000,37094000,0.0633,정사원,정상
BE000526,2026-06,OLED,6300,광고선전비,675998000,745640000,69642000,0.103,김대리,초과
BE000527,2026-06,OLED,6400,운반비,715873000,762070000,46197000,0.0645,김대리,정상
BE000528,2026-06,OLED,6500,감가상각비,690340000,659430000,-30910000,-0.0448,이대리,정상
BE000529,2026-06,OLED,6600,지급수수료,622291000,696980000,74689000,0.12,최대리,초과
BE000530,2026-06,OLED,6700,연구개발비,671810000,784040000,112230000,0.1671,김대리,초과
BE000531,2026-06,OLED,6800,기타판관비,626928000,748170000,121242000,0.1934,이대리,초과
BE000532,2026-06,제약,5000,매출원가,733084000,628430000,-104654000,-0.1428,이대리,미달
BE000533,2026-06,제약,6100,급여,696023000,670730000,-25293000,-0.0363,최대리,정상
BE000534,2026-06,제약,6200,복리후생비,581371000,703880000,122509000,0.2107,박과장,초과
BE000535,2026-06,제약,6300,광고선전비,778942000,610460000,-168482000,-0.2163,김대리,미달
BE000536,2026-06,제약,6400,운반비,714482000,643430000,-71052000,-0.0994,박과장,정상
BE000537,2026-06,제약,6500,감가상각비,691439000,655820000,-35619000,-0.0515,정사원,정상
BE000538,2026-06,제약,6600,지급수수료,599630000,522700000,-76930000,-0.1283,김대리,미달
BE000539,2026-06,제약,6700,연구개발비,740278000,719320000,-20958000,-0.0283,김대리,정상
BE000540,2026-06,제약,6800,기타판관비,600916000,803320000,202404000,0.3368,박과장,초과
BE000541,2026-07,OLED,5000,매출원가,769061000,821080000,52019000,0.0676,김대리,정상
BE000542,2026-07,OLED,6100,급여,679692000,812600000,132908000,0.1955,김대리,초과
BE000543,2026-07,OLED,6200,복리후생비,581977000,585410000,3433000,0.0059,정사원,정상
BE000544,2026-07,OLED,6300,광고선전비,675998000,727560000,51562000,0.0763,김대리,정상
BE000545,2026-07,OLED,6400,운반비,661673000,628190000,-33483000,-0.0506,김대리,정상
BE000546,2026-07,OLED,6500,감가상각비,673523000,739500000,65977000,0.098,이대리,정상
BE000547,2026-07,OLED,6600,지급수수료,620270000,569700000,-50570000,-0.0815,최대리,정상
BE000548,2026-07,OLED,6700,연구개발비,686064000,808900000,122836000,0.179,김대리,초과
BE000549,2026-07,OLED,6800,기타판관비,586806000,692190000,105384000,0.1796,이대리,초과
BE000550,2026-07,제약,5000,매출원가,737965000,716380000,-21585000,-0.0292,이대리,정상
BE000551,2026-07,제약,6100,급여,671928000,717120000,45192000,0.0673,최대리,정상
BE000552,2026-07,제약,6200,복리후생비,583134000,756180000,173046000,0.2968,박과장,초과
BE000553,2026-07,제약,6300,광고선전비,778942000,614640000,-164302000,-0.2109,김대리,미달
BE000554,2026-07,제약,6400,운반비,690139000,629630000,-60509000,-0.0877,박과장,정상
BE000555,2026-07,제약,6500,감가상각비,729525000,624000000,-105525000,-0.1446,정사원,미달
BE000556,2026-07,제약,6600,지급수수료,588301000,547740000,-40561000,-0.0689,김대리,정상
BE000557,2026-07,제약,6700,연구개발비,703525000,726840000,23315000,0.0331,김대리,정상
BE000558,2026-07,제약,6800,기타판관비,634898000,678950000,44052000,0.0694,박과장,정상
BE000559,2026-08,OLED,5000,매출원가,773841000,525900000,-247941000,-0.3204,김대리,미달
BE000560,2026-08,OLED,6100,급여,696855000,654740000,-42115000,-0.0604,김대리,정상
BE000561,2026-08,OLED,6200,복리후생비,612244000,853800000,241556000,0.3945,정사원,초과
BE000562,2026-08,OLED,6300,광고선전비,675998000,641770000,-34228000,-0.0506,김대리,정상
BE000563,2026-08,OLED,6400,운반비,681791000,766400000,84609000,0.1241,김대리,초과
BE000564,2026-08,OLED,6500,감가상각비,732489000,617590000,-114899000,-0.1569,이대리,미달
BE000565,2026-08,OLED,6600,지급수수료,621799000,768770000,146971000,0.2364,최대리,초과
BE000566,2026-08,OLED,6700,연구개발비,716467000,661070000,-55397000,-0.0773,김대리,정상
BE000567,2026-08,OLED,6800,기타판관비,625395000,748920000,123525000,0.1975,이대리,초과
BE000568,2026-08,제약,5000,매출원가,740929000,731330000,-9599000,-0.013,이대리,정상
BE000569,2026-08,제약,6100,급여,724781000,823890000,99109000,0.1367,최대리,초과
BE000570,2026-08,제약,6200,복리후생비,593354000,739950000,146596000,0.2471,박과장,초과
BE000571,2026-08,제약,6300,광고선전비,778942000,686980000,-91962000,-0.1181,김대리,미달
BE000572,2026-08,제약,6400,운반비,712654000,674130000,-38524000,-0.0541,박과장,정상
BE000573,2026-08,제약,6500,감가상각비,688588000,610970000,-77618000,-0.1127,정사원,미달
BE000574,2026-08,제약,6600,지급수수료,611317000,820720000,209403000,0.3425,김대리,초과
BE000575,2026-08,제약,6700,연구개발비,692546000,780610000,88064000,0.1272,김대리,초과
BE000576,2026-08,제약,6800,기타판관비,604810000,806480000,201670000,0.3334,박과장,초과
BE000577,2026-09,OLED,5000,매출원가,735740000,641840000,-93900000,-0.1276,김대리,미달
BE000578,2026-09,OLED,6100,급여,719959000,766650000,46691000,0.0649,김대리,정상
BE000579,2026-09,OLED,6200,복리후생비,607755000,663010000,55255000,0.0909,정사원,정상
BE000580,2026-09,OLED,6300,광고선전비,675998000,851480000,175482000,0.2596,김대리,초과
BE000581,2026-09,OLED,6400,운반비,721574000,795660000,74086000,0.1027,김대리,초과
BE000582,2026-09,OLED,6500,감가상각비,691371000,655520000,-35851000,-0.0519,이대리,정상
BE000583,2026-09,OLED,6600,지급수수료,592761000,699120000,106359000,0.1794,최대리,초과
BE000584,2026-09,OLED,6700,연구개발비,721052000,710660000,-10392000,-0.0144,김대리,정상
BE000585,2026-09,OLED,6800,기타판관비,576024000,697030000,121006000,0.2101,이대리,초과
BE000586,2026-09,제약,5000,매출원가,718343000,511890000,-206453000,-0.2874,이대리,미달
BE000587,2026-09,제약,6100,급여,685225000,742800000,57575000,0.084,최대리,정상
BE000588,2026-09,제약,6200,복리후생비,588170000,717960000,129790000,0.2207,박과장,초과
BE000589,2026-09,제약,6300,광고선전비,778942000,663190000,-115752000,-0.1486,김대리,미달
BE000590,2026-09,제약,6400,운반비,705584000,647740000,-57844000,-0.082,박과장,정상
BE000591,2026-09,제약,6500,감가상각비,712261000,764230000,51969000,0.073,정사원,정상
BE000592,2026-09,제약,6600,지급수수료,564661000,766580000,201919000,0.3576,김대리,초과
BE000593,2026-09,제약,6700,연구개발비,678783000,736640000,57857000,0.0852,김대리,정상
BE000594,2026-09,제약,6800,기타판관비,583856000,586100000,2244000,0.0038,박과장,정상
BE000595,2026-10,OLED,5000,매출원가,706278000,885700000,179422000,0.254,김대리,초과
BE000596,2026-10,OLED,6100,급여,672474000,749660000,77186000,0.1148,김대리,초과
BE000597,2026-10,OLED,6200,복리후생비,616005000,678210000,62205000,0.101,정사원,초과
BE000598,2026-10,OLED,6300,광고선전비,675998000,835930000,159932000,0.2366,김대리,초과
